,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,0.0,-18.887339448731446,-10.979606210395591,-7.2351291216331886,-5.0176835820820544,-3.501456160834154,-2.332587287768482,-1.3311700844470409,-0.39336491378466265,0.5479267152499017,1.541147002100823,2.6253807461886574,3.8357213774153185,5.206847114957297,6.7758937706269124,8.585304741919177,10.686249984547587,13.14335295940401,16.041923700028377,19.499969774960412
11,0.0,-20.28654524256872,-11.697846100329466,-7.664261811158651,-5.2911619673511225,-3.676413044886922,-2.4357305073602045,-1.374678517058424,-0.3813358176855839,0.6166474958958281,1.6717461536541003,2.82670244372662,4.120441672651481,5.592122754759302,7.284551328522606,9.24777977114332,11.543702184873156,14.252784728081094,17.484967997688784,21.39894689380727
12,0.0,-21.64525825942416,-12.388238532789781,-8.073822200782642,-5.550541874857942,-3.841091253131654,-2.5314559771633327,-1.4130694434030358,-0.36614856835567866,0.6868020791889342,1.8022701976227904,3.026720271314147,4.403079460313028,5.975313134807281,7.792477168985748,9.913257304203693,12.412113423084042,15.388789298046122,18.984618335614165,23.413331228339416
13,0.0,-22.96708555385077,-13.053582476608296,-8.4659251732489,-5.797412675551171,-3.9966776357432767,-2.620629001970445,-1.4469354458113695,-0.34814945746900605,0.7582798246820404,1.9328459702787346,3.225813033843951,4.6842980010480195,6.357431331841216,8.301167533561458,10.583999270892486,13.295135632239681,16.557856271918528,20.553773740587275,25.572045132346606
14,0.0,-24.25506869770324,-13.696214059979411,-8.842321149792888,-6.033082133194109,-4.144145014343894,-2.703957197518289,-1.476760588719648,-0.3276214407278639,0.8309899562908638,2.0635768810344133,3.4242921763903746,4.96464879442702,6.739336090007019,8.811931492695134,11.262081350100615,14.196342343511752,17.766845243390875,22.207302496546312,27.91192503274488
15,0.0,-25.511806376229924,-14.318109898695543,-9.204479629571907,-6.258642221290336,-4.284302864003944,-2.7820281330471497,-1.5029464146475817,-0.3047992570029492,0.9048570357186141,2.194549058506727,3.6224189657392794,5.244600430487841,7.121773429420779,9.325947701389238,11.94947198524108,15.119355743894907,19.023266357586213,23.962961268284744,30.481911472746408
16,0.0,-26.73954398604825,-14.920962086826005,-9.55364939433245,-6.475016287667889,-4.417833485333502,-2.8553361275620963,-1.5258304280207597,-0.2798801898689951,0.9798176943404759,2.32583561548881,3.820416540080524,5.524558901666352,7.5054061509547525,9.84430550493838,12.648093242638152,16.067959677220294,20.335590071532433,25.842644406415786,33.34997718540217
17,0.0,-27.94024063258012,-15.506233896904474,-9.890902929884858,-6.682993671072469,-4.545318454174115,-2.9243017973559597,-1.545699564381314,-0.2530319168336237,1.0558182198065849,2.457499689720751,4.018478586552803,5.80488229804212,7.890835402748832,10.368035931198222,13.35987082605888,17.04621005402453,21.71362002077706,27.874192872767726,36.615454625860046
18,0.0,-29.1156202262848,-16.075201987120693,-10.217169875001504,-6.8832556384696435,-4.66725837124978,-2.989286620115209,-1.5628002158576773,-0.2243983565093539,1.1328127385171283,2.589596663220683,4.2167757361382385,6.0858916993218255,8.27861689803408,10.898136041527383,14.086778064177063,18.058552070059566,23.168971391967194,30.094156617127812,40.43293102484813
19,0.0,-30.26721112771875,-16.628988946353008,-10.533262658590852,-7.076395172713914,-4.784087880882097,-3.0506039879889855,-1.577345832815141,-0.194104105400271,1.210761823101259,2.7221758156940163,4.415460373342326,6.367879426814282,8.669273450555567,11.43558890987625,14.830877306741659,19.10995336890249,24.715715042104343,32.552238890513856,45.06398282933531
